Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.950030451490482486e-01,9.900027591583944186e-01,4.827495304003900859e-07,3.499878644970908738e-06
4.950030451490482486e-01,9.900027591583944186e-01,4.827495304003900859e-07,3.499878644970908738e-06,4.950048343640471860e-01,9.900130268242528508e-01,4.827362005091060558e-07,3.499892589171722222e-06
9.900078795130954346e-01,1.980015785982647269e+00,9.654857309094961417e-07,6.999771234142630959e-06,4.950099018510064619e-01,9.900197181898282572e-01,4.827428341944421341e-07,3.499886160582616288e-06
1.485017781364101896e+00,2.970035504172475527e+00,1.448228565103938276e-06,1.049965739472524725e-05,4.950137176414506346e-01,9.900276016664428802e-01,4.827428740462030431e-07,3.499885552835965873e-06
1.980031499005552531e+00,3.960063105838918407e+00,1.930971439150141319e-06,1.399954294756121312e-05,4.950177718559418683e-01,9.900352467321149597e-01,4.827429136757499406e-07,3.499885672680262170e-06
2.475049270861494399e+00,4.950098352571033367e+00,2.413714352825891260e-06,1.749942862024147529e-05,4.950215876561325778e-01,9.900436070720877169e-01,4.827428627111903553e-07,3.499885064633502052e-06
2.970070858517626977e+00,5.940141959643121083e+00,2.896457215537081615e-06,2.099931368487497734e-05,4.950256418804652725e-01,9.900510137376787867e-01,4.827428115245480485e-07,3.499885912016978645e-06
3.465096500398092250e+00,6.930192973380799870e+00,3.379200027061629663e-06,2.449919959689195599e-05,4.950296961099005522e-01,9.900593741002854387e-01,4.827427603378680488e-07,3.499885303887058526e-06
3.960126196507992802e+00,7.920252347481085309e+00,3.861942787399497712e-06,2.799908490077901451e-05,4.950332735060225531e-01,9.900672576498603661e-01,4.827428912269339953e-07,3.499887606411691344e-06
4.455159470014015355e+00,8.910319605130945675e+00,4.344685678626431707e-06,3.149897250719070586e-05,4.950378045857446452e-01,9.900751411586572459e-01,4.827430218936542167e-07,3.499884087951645459e-06
4.950197274599760000e+00,9.900394746289602921e+00,4.827428700520085924e-06,3.499885659514235132e-05,4.950411435703259144e-01,9.900820710193780627e-01,4.827427888529412623e-07,3.499886390160890641e-06
5.445238418170085914e+00,1.089047681730898098e+01,5.310171489373027186e-06,3.849874298530324196e-05,4.950454362407041842e-01,9.900909082810986916e-01,4.827429195194107619e-07,3.499885782086691738e-06
5.940283854410790099e+00,1.188056772559007968e+01,5.792914408892437948e-06,4.199862876738993370e-05,4.950492520766536231e-01,9.900987918433301616e-01,4.827430504076190876e-07,3.499885173976009431e-06
6.435333106487443722e+00,1.287066651743340984e+01,6.275657459300057036e-06,4.549851394136594313e-05,4.950530679151086133e-01,9.901066754137719528e-01,4.827428173668798752e-07,3.499884565828830169e-06
6.930386174402552335e+00,1.386077319284718179e+01,6.758400276666936911e-06,4.899839850719477330e-05,4.950573605986630099e-01,9.901136053544661308e-01,4.827425843263642794e-07,3.499889778016878955e-06
7.425443535001215345e+00,1.485088679820164792e+01,7.241142860993301191e-06,5.249828828521165225e-05,4.950611764523138447e-01,9.901224425816899100e-01,4.827430786985822063e-07,3.499883349182627711e-06
