Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.010634456997767217e+00,1.201560504939160978e+01,1.464782294044170520e-05,3.905776223442143007e-05
8.010634456997767217e+00,1.201560504939160978e+01,1.464782294044170520e-05,3.905776223442143007e-05,8.011086543437617280e+00,1.201697664514788499e+01,1.464589130895032952e-05,3.905880936312443135e-05
1.602172100043538450e+01,2.403258169453949478e+01,2.929371424939203471e-05,7.811657159754586141e-05,8.012150948451033372e+00,1.201822714179725438e+01,1.464685691851836733e-05,3.905828197618645050e-05
2.403387194888641787e+01,3.605080883633674915e+01,4.394057116791040205e-05,1.171748535737323119e-04,8.013011283859459155e+00,1.201951678832686810e+01,1.464685483684709602e-05,3.905828710888654227e-05
3.204688323274587702e+01,4.807032562466361725e+01,5.858742600475749806e-05,1.562331406826188542e-04,8.013873554428855073e+00,1.202080647581103534e+01,1.464685857237618043e-05,3.905828636164066273e-05
4.006075678717473210e+01,6.009113210047465259e+01,7.323428457713367849e-05,1.952914270442595169e-04,8.014730129972740258e+00,1.202210001997796951e+01,1.464685939451610330e-05,3.905828555490054423e-05
4.807548691714747235e+01,7.211323212045262210e+01,8.788114397164978179e-05,2.343497125991600611e-04,8.015594363034992398e+00,1.202338979091926774e+01,1.464686021325576487e-05,3.905829632684515982e-05
5.609108128018246475e+01,8.413662191137188984e+01,1.025280041849055467e-04,2.734080089260052210e-04,8.016458623027929775e+00,1.202467960112832657e+01,1.464684938882676525e-05,3.905828376228864113e-05
6.410753990321039453e+01,9.616130151250021640e+01,1.171748535737323119e-04,3.124662926882938621e-04,8.017315281276566452e+00,1.202596945200087930e+01,1.464685602190540022e-05,3.905827113962243675e-05
7.212485518448696098e+01,1.081872709645010957e+02,1.318217095956377121e-04,3.515245638279162988e-04,8.018175782262488838e+00,1.202726697870532746e+01,1.464686265132840361e-05,3.905828173291430545e-05
8.014303096674944982e+01,1.202145379432064232e+02,1.464685722469661157e-04,3.905828455608306043e-04,8.019036309871182766e+00,1.202854928553192337e+01,1.464685763761692529e-05,3.905831553831316111e-05
8.816206727662063258e+01,1.322430872287383465e+02,1.611154298845830410e-04,4.296411610991437654e-04,8.019896864848732321e+00,1.202983925669960286e+01,1.464685262120559383e-05,3.905827946388412686e-05
9.618196414146936490e+01,1.442729264854379494e+02,1.757622825057886349e-04,4.686994405630278923e-04,8.020757448407536572e+00,1.203114454148854406e+01,1.464685924078873067e-05,3.905828987632418850e-05
1.042027215898769015e+02,1.563040710269264935e+02,1.904091417465773655e-04,5.077577304393520808e-04,8.021625689268020665e+00,1.203241932745760323e+01,1.464685421841515462e-05,3.905825368733407011e-05
1.122243472791449221e+02,1.683364903543840967e+02,2.050559959649925202e-04,5.468159841266861509e-04,8.022478698489180715e+00,1.203372470368273639e+01,1.464687247049257569e-05,3.905831052084538305e-05
1.202468259776341029e+02,1.803702150580668331e+02,2.197028684354850958e-04,5.858742946475315339e-04,8.023339360515677754e+00,1.203499957030899736e+01,1.464684416367496530e-05,3.905827421412993647e-05
1.282701653381497806e+02,1.924052146283758304e+02,2.343497125991600611e-04,6.249325688616614704e-04,8.024215318282500675e+00,1.203630502229842136e+01,1.464686240945002756e-05,3.905828438704008528e-05
1.362943806564322813e+02,2.044415196506742518e+02,2.489965750086100887e-04,6.639908532487015557e-04,8.025060775665622259e+00,1.203759524803555792e+01,1.464685737426565416e-05,3.905829449939830170e-05
1.443194414320979035e+02,2.164791148987098097e+02,2.636434323828757429e-04,7.030491477480998574e-04,8.025921522781771955e+00,1.203888550462087892e+01,1.464685233638245761e-05,3.905825801922763792e-05
1.523453629548796755e+02,2.285180004033306886e+02,2.782902847192582005e-04,7.421074057673274953e-04,8.026797560524840947e+00,1.204017582336865644e+01,1.464684729535643002e-05,3.905831454341682999e-05
1.603721605154045164e+02,2.405581762266993451e+02,2.929371320146146305e-04,7.811657203107443253e-04,8.027643103259805457e+00,1.204146616177459350e+01,1.464686552740267385e-05,3.905827794536877867e-05
1.683998036186643219e+02,2.525996423884739386e+02,3.075839975420173044e-04,8.202239982561131040e-04,8.028519196558846716e+00,1.204275653996862161e+01,1.464686048007564270e-05,3.905824129224878642e-05
1.764283228152231686e+02,2.646423989284425602e+02,3.222308580220929470e-04,8.592822395483618904e-04,8.029364790037078592e+00,1.204404698367039828e+01,1.464685542960643102e-05,3.905829763238349243e-05
1.844576876052602472e+02,2.766864459121129585e+02,3.368777134516993781e-04,8.983405371807453828e-04,8.030240938518318217e+00,1.204535274360040376e+01,1.464685037621692078e-05,3.905835390611320061e-05
1.924879285437785654e+02,2.887317986557133622e+02,3.515245638279162988e-04,9.373988910868585834e-04,8.031101855326255645e+00,1.204662794515911628e+01,1.464686859475839657e-05,3.905822403134210676e-05
2.005190303991048211e+02,3.007784266008724785e+02,3.661714324226746954e-04,9.764571151182006902e-04,8.031962795209722117e+00,1.204790323950396669e+01,1.464686353484713922e-05,3.905828018726392476e-05
2.085509931943145432e+02,3.128263298403764452e+02,3.808182959575218346e-04,1.015515395305464615e-03,8.032823762460395756e+00,1.204923967471023616e+01,1.464685847201601700e-05,3.905833627724586768e-05
2.165838169567749389e+02,3.248755695150866813e+02,3.954651544295378516e-04,1.054573731582710483e-03,8.033684751852661066e+00,1.205048447423473590e+01,1.464683013288077930e-05,3.905829927047994345e-05
2.246175017086276000e+02,3.369260539893214172e+02,4.101119845624186309e-04,1.093632030853190426e-03,8.034545789700729301e+00,1.205182096459924423e+01,1.464689488446687098e-05,3.905826220869010844e-05
2.326520474983283293e+02,3.489778749539206615e+02,4.247588794468855019e-04,1.132690293061880535e-03,8.035406823002432475e+00,1.205309642696414585e+01,1.464681999318353774e-05,3.905831811476588415e-05
2.406874543213307618e+02,3.610309713808848073e+02,4.394056994400690397e-04,1.171748611176646419e-03,8.036267916704701975e+00,1.205437189599399517e+01,1.464688473688574490e-05,3.905828093501550330e-05
2.487237222380354638e+02,3.730853432768788025e+02,4.540525841769547846e-04,1.210806892111661922e-03,8.037129015564346446e+00,1.205567795871689896e+01,1.464685638607310771e-05,3.905824370003998375e-05
2.567608512535998102e+02,3.851410212355957015e+02,4.686994405630278923e-04,1.249865135811701906e-03,8.038005407394678059e+00,1.205695354296915411e+01,1.464682803314215631e-05,3.905829942227280124e-05
2.647988566609944883e+02,3.971979747785648556e+02,4.833462685961700486e-04,1.288923435233974707e-03,8.038851319310367671e+00,1.205829024673545291e+01,1.464689276455981076e-05,3.905826206982159106e-05
2.728377079803048559e+02,4.092562650253003085e+02,4.979931613607298593e-04,1.327981697303796298e-03,8.039727753628142182e+00,1.205953535685790712e+01,1.464681786289068807e-05,3.905831766688413510e-05
2.808774357339329981e+02,4.213158003821582156e+02,5.126399792236205474e-04,1.367040014970680433e-03,8.048343948348474441e+00,1.205783476285176903e+01,1.004535237851111179e-05,4.799920847133997553e-05
2.889257796822814726e+02,4.333736351450099846e+02,5.226853316021316592e-04,1.415039223442020409e-03,8.079647369942108526e+00,1.204447166750634324e+01,-2.100945404744937982e-06,7.067569969509491026e-05
2.970054270522235811e+02,4.454181068125163279e+02,5.205843861973867212e-04,1.485714923137115319e-03,3.606541864148312015e+00,5.499106346254905020e+00,-1.760774462697053955e-06,3.301771579656024788e-05
