Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
7.212485518448696098e+01,1.081872709645010957e+02,1.318217095956377121e-04,3.515245638279162988e-04,2.672630496381430021e+00,4.008949063012451575e+00,4.882291987385901097e-06,1.301944158674537893e-05
7.479748568086839100e+01,1.121962200275135473e+02,1.367040015830236132e-04,3.645440054146616778e-04,2.672725259829690003e+00,4.009083902509942732e+00,4.882279790433658416e-06,1.301941172861102204e-05
7.747021094069808100e+01,1.162053039300234900e+02,1.415862813734572716e-04,3.775634171432726998e-04,2.672820026051368814e+00,4.009234013182933154e+00,4.882290873508844100e-06,1.301942841755790448e-05
8.014303096674944982e+01,1.202145379432064232e+02,1.464685722469661157e-04,3.905828455608306043e-04,2.672914792403759066e+00,4.009368858006553182e+00,4.882290316268582137e-06,1.301942182988815016e-05
8.281594575915320888e+01,1.242239068012129763e+02,1.513508625632346979e-04,4.036022673907187545e-04,2.673009558762487359e+00,4.009518972072086740e+00,4.882278119384156302e-06,1.301943851372388671e-05
8.548895531791569624e+01,1.282334257732850631e+02,1.562331406826188542e-04,4.166217059044426412e-04,2.673111958704936342e+00,4.009661455453283452e+00,4.882289201964186854e-06,1.301945519470112424e-05
8.816206727662063258e+01,1.322430872287383465e+02,1.611154298845830410e-04,4.296411610991437654e-04,2.673199097474551422e+00,4.009811566957154128e+00,4.882288644399287655e-06,1.301942532734405578e-05
9.083526637409518401e+01,1.362528987956955007e+02,1.659977185289823287e-04,4.426605864264878212e-04,2.673301497441983088e+00,4.009946414147634641e+00,4.882276447360688271e-06,1.301939545872486757e-05
9.350856787153716709e+01,1.402628452098431353e+02,1.708799949763430170e-04,4.556799818852126887e-04,2.673396269932197811e+00,4.010081275594814088e+00,4.882287529445617901e-06,1.301945867781520352e-05
9.618196414146936490e+01,1.442729264854379494e+02,1.757622825057886349e-04,4.686994405630278923e-04,2.673491042366521242e+00,4.010246657475477150e+00,4.882286971556081467e-06,1.301942880469169738e-05
9.885545518383588615e+01,1.482831731429134265e+02,1.806445694773447163e-04,4.817188693677195896e-04,2.673585815802084653e+00,4.010366242366387723e+00,4.882286413558314551e-06,1.301939893075010650e-05
1.015290409996379708e+02,1.522935393852798143e+02,1.855268558909030309e-04,4.947382682984696961e-04,2.673680590238930677e+00,4.010531641646679191e+00,4.882285855674334653e-06,1.301946214088238463e-05
1.042027215898769015e+02,1.563040710269264935e+02,1.904091417465773655e-04,5.077577304393520808e-04,2.673782996561470782e+00,4.010666495683977928e+00,4.882285297682151378e-06,1.301943226199319976e-05
1.068765045864383723e+02,1.603147375226104714e+02,1.952914270442595169e-04,5.207771627013452805e-04,2.673870142153532470e+00,4.010801350553975908e+00,4.882284739581791832e-06,1.301940238272985672e-05
1.095503747285919047e+02,1.643255388731644473e+02,2.001737117838413087e-04,5.337965650840751372e-04,2.673972550553017413e+00,4.010951481219649395e+00,4.882284181151211409e-06,1.301941904261101363e-05
1.122243472791449221e+02,1.683364903543840967e+02,2.050559959649925202e-04,5.468159841266861509e-04,2.674059698073023128e+00,4.011101613872995131e+00,4.882283622612454714e-06,1.301943569985680033e-05
1.148984069772179453e+02,1.723475919682570918e+02,2.099382795876049749e-04,5.598354198265429512e-04,2.674162108549467121e+00,4.011236480983882302e+00,4.882283064187457932e-06,1.301945235424495535e-05
1.175725690857674124e+02,1.763588284492409741e+02,2.148205626517924328e-04,5.728548721807879066e-04,2.674256891866690466e+00,4.011386608825858957e+00,4.882305783692663043e-06,1.301942246674362737e-05
