Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
3.205101430968891663e+01,9.615303387305891647e+01,-2.343497137403245556e-05,3.671478920109831580e-04,2.671912414847064099e+00,8.015739591851172463e+00,-1.952913241296290047e-06,3.059563093140159383e-05
3.472292672453598072e+01,1.041687734649100889e+02,-2.538788461532874561e-05,3.977435229423847518e-04,2.672066005720814985e+00,8.016191554120382534e+00,-1.952915599964760273e-06,3.059569561047212425e-05
3.739499273025679571e+01,1.121849650190304715e+02,-2.734080021529350588e-05,4.283392185528568760e-04,2.672219595789542268e+00,8.016651133353605019e+00,-1.952913592781712032e-06,3.059564389306008731e-05
4.006721232604633798e+01,1.202016161523840765e+02,-2.929371380807521791e-05,4.589348624459169633e-04,2.672369370210887496e+00,8.017110714504752877e+00,-1.952914496342111141e-06,3.059563869482821415e-05
4.273958169625722547e+01,1.282187268668888294e+02,-3.124662830441732905e-05,4.895305011407451775e-04,2.672526772827552577e+00,8.017577932426291909e+00,-1.952915399678304016e-06,3.059568001074857140e-05
4.541210846908477805e+01,1.362363047993151213e+02,-3.319954370409563307e-05,5.201261811514937489e-04,2.672676545467219000e+00,8.018022235026450062e+00,-1.952913392571400649e-06,3.059562821312281251e-05
4.808478501455199705e+01,1.442543270343415713e+02,-3.515245709666703372e-05,5.507218093646165614e-04,2.672830131592291991e+00,8.018497081660257209e+00,-1.952914296002932165e-06,3.059566946943552326e-05
5.075761514614428904e+01,1.522728241160018285e+02,-3.710537139266996588e-05,5.813174788340520847e-04,2.672983716749101291e+00,8.018941384172393327e+00,-1.952915199321293303e-06,3.059566415616736014e-05
5.343059886289339033e+01,1.602917655001742219e+02,-3.905828659199125918e-05,6.119131429902194448e-04,2.673137301100936725e+00,8.019400950943406770e+00,-1.952913192290521257e-06,3.059565881452605985e-05
5.610373616399432706e+01,1.683111664511176286e+02,-4.101119978428178044e-05,6.425088018047455047e-04,2.673290884336786633e+00,8.019875783839808037e+00,-1.952914095593208897e-06,3.059565344473583540e-05
5.877702704833111369e+01,1.763310422349574367e+02,-4.296411387987498934e-05,6.731044552494813401e-04,2.673440652078426183e+00,8.020320076148095723e+00,-1.952914999004750436e-06,3.059564804679939728e-05
6.145046770040953987e+01,1.843513623111055324e+02,-4.491702887887973977e-05,7.037001032962807373e-04,2.673594233579272839e+00,8.020779643058006059e+00,-1.952912991828071882e-06,3.059568915262289492e-05
6.412406193398881271e+01,1.923721419541635385e+02,-4.686994187070781166e-05,7.342957924489036323e-04,2.673755442962828965e+00,8.021239189513352130e+00,-1.952913895112910845e-06,3.059563716485268637e-05
6.679781737695164168e+01,2.003933811436768906e+02,-4.882285576582072250e-05,7.648914296137563186e-04,2.673897578613335213e+00,8.021698751292944962e+00,-1.952917709104073397e-06,3.059567821177126314e-05
6.947171495556497689e+01,2.084150798949698356e+02,-5.077577347492479590e-05,7.954871078255275818e-04,2.674054972163730781e+00,8.022158301188540008e+00,-1.952909880808647767e-06,3.059567269842876792e-05
7.214576992772870767e+01,2.164372381961583756e+02,-5.272868335573344367e-05,8.260827805239563497e-04,2.674212363486901722e+00,8.022617827275610125e+00,-1.952919515779691427e-06,3.059557410453465128e-05
7.481998229121560939e+01,2.244598560234339857e+02,-5.468160287151313509e-05,8.566783546284910010e-04,2.674362126140337637e+00,8.023077391414631165e+00,-1.952911687445851158e-06,3.059566159019388477e-05
7.749434441735594703e+01,2.324829334148486168e+02,-5.663451455895898625e-05,8.872740162186848857e-04,2.674511886984504372e+00,8.023536932487900231e+00,-1.952915501317358448e-06,3.059565599245980295e-05
8.016885630434045140e+01,2.405064703473365171e+02,-5.858743006027634470e-05,9.178696722111446887e-04,2.674669276274329377e+00,8.023996493720858325e+00,-1.952913494174086874e-06,3.059574341047815657e-05
8.284352558061478078e+01,2.485304668410573754e+02,-6.054034355445043157e-05,9.484654156216228453e-04,2.674819035679135482e+00,8.024456006550224174e+00,-1.952911486789553211e-06,3.059564470977136925e-05
8.551834461629391626e+01,2.565549228476075996e+02,-6.249325504123998478e-05,9.790610603313942145e-04,2.674976422550798816e+00,8.024900264597818023e+00,-1.952915300771317086e-06,3.059563902766911959e-05
8.819332103884471508e+01,2.645798231122054176e+02,-6.444617034201130187e-05,1.009656699359063334e-03,2.675126180049545610e+00,8.025390342285561474e+00,-1.952913293482125452e-06,3.059563331744927922e-05
9.086844721889426069e+01,2.726052134544909791e+02,-6.639908363549342732e-05,1.040252332676512613e-03,2.675283564954227700e+00,8.025819319312802236e+00,-1.952917107248878484e-06,3.059562757911455863e-05
9.354373078384848839e+01,2.806310327738037813e+02,-6.835200074274230581e-05,1.070847960255627172e-03,2.675433320546872551e+00,8.026278868607391814e+00,-1.952915100055042431e-06,3.059571484253457291e-05
9.621916410439536094e+01,2.886573116424111731e+02,-7.030491584279734824e-05,1.101443675098161745e-03,2.675590704060255121e+00,8.026738362049854913e+00,-1.952913092842002447e-06,3.059561601526442076e-05
9.889475480845561606e+01,2.966840500044610280e+02,-7.225782893563935068e-05,1.132039291113426166e-03,2.675732828949662689e+00,8.027228459994887544e+00,-1.952911085387686822e-06,3.059570321655336218e-05
1.015704876374052787e+02,3.047112784644559156e+02,-7.421074002102703751e-05,1.162634994329979528e-03,2.677307270514148740e+00,8.030514909261910361e+00,-3.577639025581573181e-05,7.388235983248167722e-05
1.042477949079194275e+02,3.127417933737178259e+02,-1.099871302768427693e-04,1.236517354162461205e-03,2.682520176139917112e+00,8.035866666232607258e+00,-1.065637380600608107e-04,1.601624592373442676e-04
1.069303150840593446e+02,3.207776600399504332e+02,-2.165508683369035800e-04,1.396679813399805473e-03,2.675369188199994142e+00,8.038325872184657328e+00,-1.446346330349998651e-04,2.012101675131817719e-04
1.096056842722593387e+02,3.288159859121350905e+02,-3.611855013719034451e-04,1.597889980912987245e-03,2.681200781063154182e+00,8.040381590216611585e+00,-2.149597718169410604e-04,2.757212871815654595e-04
1.122868850533224929e+02,3.368563675023517021e+02,-5.761452731888445054e-04,1.873611268094552704e-03,2.690134351851739325e+00,8.046242568988191124e+00,-3.789374531545455522e-04,4.457943251489320923e-04
1.149770194051742322e+02,3.449026100713398932e+02,-9.550827263433900576e-04,2.319405593243484796e-03,2.714559957290944681e+00,8.066230449750833031e+00,-8.652189497292000781e-04,9.371183200273746315e-04
1.176915793624651769e+02,3.529688405210907263e+02,-1.820301676072590136e-03,3.256523913270859428e-03,2.638976526146620927e+00,8.017151743997601443e+00,-1.690314007944941632e-03,1.749222499469657837e-03
1.203305558886117979e+02,3.609859922650883277e+02,-3.510615684017531768e-03,5.005746412740517265e-03,2.687990241898191357e+00,8.037767485617337115e+00,-1.999510279279951078e-03,2.042287777700524908e-03
1.230185461305099892e+02,3.690237597507056648e+02,-5.510125963297482846e-03,7.048034190441042172e-03,2.665253579115187677e+00,8.022927752602470264e+00,-2.048599645538939917e-03,2.084905612416845279e-03
1.256837997096251769e+02,3.770466875033081351e+02,-7.558725608836422763e-03,9.132939802857887451e-03,2.676524571419591325e+00,8.028071365242453794e+00,-2.053012644706284778e-03,2.087395262386878420e-03
1.283603242810447682e+02,3.850747588685505889e+02,-9.611738253542707541e-03,1.122033506524476587e-02,2.675756263047162520e+00,8.025790514725940739e+00,-2.054055134283274547e-03,2.087839953057378864e-03
1.310360805440919307e+02,3.931005493832765296e+02,-1.166579338782598209e-02,1.330817501830214473e-02,2.675180601328520424e+00,8.024087799555331912e+00,-2.054353619808548317e-03,2.087955847001740292e-03
1.337112611454204512e+02,4.011246371828318615e+02,-1.372014700763453041e-02,1.539613086530388503e-02,2.674618534640842427e+00,8.022407689888893856e+00,-2.054440889539845688e-03,2.087987996561676413e-03
1.363858796800612936e+02,4.091470448727207554e+02,-1.577458789717437609e-02,1.748411886186556144e-02,2.674005462711193104e+00,8.020650473383511780e+00,-2.054469942381925707e-03,2.087997719725436657e-03
1.390598851427724867e+02,4.171676953461042672e+02,-1.782905783955630180e-02,1.957211658159099810e-02,2.673396571254812670e+00,8.018760922464707619e+00,-2.054476796096587482e-03,2.088001223893260622e-03
1.417332817140272994e+02,4.251864562685689748e+02,-1.988353463565288928e-02,2.166011780548425872e-02,2.673591786403363812e+00,8.018536435966609588e+00,-2.005675420381221319e-03,2.039162664511668527e-03
1.444068735004306632e+02,4.332049927045355844e+02,-2.188921005603411060e-02,2.369928046999592725e-02,2.671751229989524745e+00,8.014631080199194457e+00,-1.993570309869803492e-03,2.027063247428861209e-03
1.470786247304201879e+02,4.412196237847347788e+02,-2.388278036590391409e-02,2.572634371742478845e-02,2.671308144895419900e+00,8.013158874318662583e+00,-1.993639398013547642e-03,2.027148243298838859e-03
1.497499328753156078e+02,4.492327826590534414e+02,-2.587641976391746174e-02,2.775349196072362731e-02,4.801721514019448023e-01,1.440477728057771856e+00,-3.584546743812637437e-04,3.644803450962852409e-04
