Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
3.895626881012542952e+01,1.168687986666598277e+02,-2.848182736276846951e-05,4.462153080394374595e-04,6.605569998738189952e-01,1.981670829551148927e+00,-4.827445496395456402e-07,7.562986473392955319e-06
3.961682580999924852e+01,1.188504694962109767e+02,-2.896457191240801515e-05,4.537782945128304149e-04,6.605678059392445789e-01,1.981693143096336485e+00,-4.827418721465933532e-07,7.562975819889485290e-06
4.027739361593849310e+01,1.208321626393073132e+02,-2.944731378455460851e-05,4.613412703327199002e-04,6.605747972911544252e-01,1.981723089377084079e+00,-4.827421052974502369e-07,7.562965165973205284e-06
4.093796841322964752e+01,1.228138857286843972e+02,-2.993005588985205874e-05,4.689042354986931054e-04,6.605817885104912079e-01,1.981753035594564949e+00,-4.827452487646465777e-07,7.562954511866105695e-06
4.159855020174013873e+01,1.247956387642789622e+02,-3.041280113861670532e-05,4.764671900105592111e-04,6.605964091173461838e-01,1.981782987646511174e+00,-4.827425713791861598e-07,7.562990401118504635e-06
4.225914661085748492e+01,1.267774217519254734e+02,-3.089554370999589148e-05,4.840301804116777158e-04,6.605995858498019402e-01,1.981812933921602848e+00,-4.827428043086557361e-07,7.562979746147566965e-06
4.291974619670728686e+01,1.287592346858470762e+02,-3.137828651430454722e-05,4.915931601578252827e-04,6.606142063034496914e-01,1.981835246930501171e+00,-4.827430374604172510e-07,7.562969090542099974e-06
4.358036040301073655e+01,1.307410699327775774e+02,-3.186102955176496447e-05,4.991561292483673827e-04,6.606211975867637420e-01,1.981865192963567779e+00,-4.827432703903374489e-07,7.562958435189414720e-06
4.424098160059750029e+01,1.327229351257411452e+02,-3.234377282215530192e-05,5.067190876835567974e-04,6.606320035612824881e-01,1.981879872296900658e+00,-4.827405931083709047e-07,7.562947779646018304e-06
4.490161360415878278e+01,1.347048149980380458e+02,-3.282651341526367282e-05,5.142820354632028157e-04,6.606389946891368936e-01,1.981925091082615609e+00,-4.827437364715109419e-07,7.562983665258316869e-06
4.556225259884791967e+01,1.366867400891206614e+02,-3.330925715173518376e-05,5.218450191284611326e-04,6.606498005025898124e-01,1.981955037109912610e+00,-4.827439696241736999e-07,7.562973008629308817e-06
4.622290239935050948e+01,1.386686951262305740e+02,-3.379200112135935746e-05,5.294079921370904414e-04,6.606606064354707541e-01,1.981969716091214195e+00,-4.827412921166050123e-07,7.562962351587653419e-06
4.688356300578598024e+01,1.406506648423217882e+02,-3.427474241347596248e-05,5.369709544886780948e-04,6.606675975156406366e-01,1.981999668395673098e+00,-4.827444357066956694e-07,7.562998235089444035e-06
4.754423060330162087e+01,1.426326645107174613e+02,-3.475748684918265815e-05,5.445339527237675389e-04,6.606784034219828072e-01,1.982044874673107415e+00,-4.827417581967688421e-07,7.562941036801671194e-06
4.820490900672360368e+01,1.446147093853905687e+02,-3.524022860737942699e-05,5.520968937605692101e-04,6.606853946138286915e-01,1.982059559937027871e+00,-4.827419912364848387e-07,7.562976919218067015e-06
4.886559440133743237e+01,1.465967689453275966e+02,-3.572297059861591183e-05,5.596598706797872771e-04,6.606962002091663066e-01,1.982089505601010160e+00,-4.827451348314679581e-07,7.562966260709160816e-06
4.952629060154659868e+01,1.485788584509286068e+02,-3.620571573344737978e-05,5.672228369404964379e-04,6.607070060738564621e-01,1.982104190645145536e+00,-4.827424573180039212e-07,7.563002141336080952e-06
5.018699760762045514e+01,1.505609626415737523e+02,-3.668845819076538371e-05,5.747858390818325188e-04,6.607139972238016412e-01,1.982149396715726652e+00,-4.827426903583975442e-07,7.562944942767391328e-06
5.084771160484425678e+01,1.525431120382894790e+02,-3.717120088112378125e-05,5.823487840245999102e-04,6.607248029158725444e-01,1.982179349376934852e+00,-4.827429233990147839e-07,7.562980822530636013e-06
5.150843640776012933e+01,1.545252913876664138e+02,-3.765394380452279603e-05,5.899117648471305462e-04,6.607356085909046328e-01,1.982194027065958153e+00,-4.827431564398556403e-07,7.562970162554912695e-06
5.216917201635103396e+01,1.565074854147323720e+02,-3.813668696096265167e-05,5.974747350096854589e-04,6.607425998527176603e-01,1.982239240387855261e+00,-4.827404790298922533e-07,7.562959502388478215e-06
5.282991461620375162e+01,1.584897246551202272e+02,-3.861942743999254393e-05,6.050376945120739371e-04,6.607534053455168532e-01,1.982253925182789089e+00,-4.827436225208122929e-07,7.562995379819820868e-06
5.349066802154926847e+01,1.604719785803030163e+02,-3.910217106251335622e-05,6.126006898918937580e-04,6.607603964268591312e-01,1.982283870540925363e+00,-4.827438556733530781e-07,7.562984718567883173e-06
5.415142841797612761e+01,1.624542624508439417e+02,-3.958491491818670930e-05,6.201636746104616411e-04,6.607712022006637653e-01,1.982313815835766491e+00,-4.827411780378011003e-07,7.562974057125451156e-06
5.481219962017679137e+01,1.644365762666797082e+02,-4.006765609622451040e-05,6.277266486675870923e-04,6.607820076402575182e-01,1.982343761067170362e+00,-4.827443217556582071e-07,7.562963395492091137e-06
5.547298162781704889e+01,1.664189200277468785e+02,-4.055040041798016861e-05,6.352896120630791834e-04,6.607889988430954986e-01,1.982358437637032011e+00,-4.827416441177413134e-07,7.562952733668345216e-06
5.613377062666014439e+01,1.684012784653839105e+02,-4.103314206209790992e-05,6.428525647967475286e-04,6.607998042484553025e-01,1.982403659148388897e+00,-4.827447878388645792e-07,7.562988607682391042e-06
5.679457043090859969e+01,1.703836821245322994e+02,-4.151588684993677450e-05,6.504155534044299197e-04,6.608106099654946775e-01,1.982418335544878119e+00,-4.827421101985895457e-07,7.562977944773250326e-06
5.745538104087409437e+01,1.723661004600771776e+02,-4.199862896013536404e-05,6.579785313492031700e-04,6.608176009668795814e-01,1.982463549420657500e+00,-4.827423433496666580e-07,7.562967281673398448e-06
5.811619864184097395e+01,1.743485640094978351e+02,-4.248137130348503070e-05,6.655414986308765685e-04,6.608284064901397414e-01,1.982478225459601617e+00,-4.827425763899586371e-07,7.562956618604771593e-06
5.877702704833111369e+01,1.763310422349574367e+02,-4.296411387987498934e-05,6.731044552494813401e-04,6.608353974648153439e-01,1.982508178556315670e+00,-4.827428094304539040e-07,7.562992489522878115e-06
5.943786244579592903e+01,1.783135504135137523e+02,-4.344685668930544324e-05,6.806674477390042182e-04,6.608462029576926966e-01,1.982538115097440823e+00,-4.827430424711931164e-07,7.562935290878077498e-06
6.009870864875362173e+01,1.802960885286111932e+02,-4.392959973177663636e-05,6.882303830298822957e-04,6.608570084335170236e-01,1.982568068251651994e+00,-4.827432754011268669e-07,7.562971161154661594e-06
6.075956565718713875e+01,1.822786565968628452e+02,-4.441234300717776323e-05,6.957933541910369573e-04,6.608639993663132373e-01,1.982582752097044931e+00,-4.827435085533356152e-07,7.563007029519146739e-06
6.142042965655345199e+01,1.842612393489598901e+02,-4.489508651573109884e-05,7.033563612205561040e-04,6.608748049924457746e-01,1.982627957762105098e+00,-4.827408311240327719e-07,7.562949831098233870e-06
6.208130446154589777e+01,1.862438673067219952e+02,-4.537782734685513161e-05,7.109193110516543379e-04,6.608817957197530291e-01,1.982642641434154029e+00,-4.827439745239408154e-07,7.562985698599694086e-06
6.274218625726565080e+01,1.882265099481561492e+02,-4.586057132137907243e-05,7.184822967502540320e-04,6.608926011348046359e-01,1.982687855863531468e+00,-4.827442076768271900e-07,7.562975032566966911e-06
6.340307885840045543e+01,1.902091978040196807e+02,-4.634331552905589962e-05,7.260452717828209989e-04,6.609072212379274447e-01,1.982702530609714131e+00,-4.827415302439871372e-07,7.562964366343853835e-06
6.406398607963838288e+01,1.921919003346293948e+02,-4.682605705929988676e-05,7.336082361491648527e-04,6.609103975854964119e-01,1.982732475044798548e+00,-4.827417631724572147e-07,7.562953700152074202e-06
6.472489647722387929e+01,1.941746328096741934e+02,-4.730879882247234397e-05,7.411711898493169269e-04,6.609173882516898857e-01,1.982762428537029109e+00,-4.827449068009421812e-07,7.562989564779422878e-06
6.538581386547556917e+01,1.961573952382112225e+02,-4.779154372927328615e-05,7.487341794140963498e-04,6.609320083113061628e-01,1.982792373029354849e+00,-4.827422292535290638e-07,7.562978897280637526e-06
6.604674587378687534e+01,1.981401876112405773e+02,-4.827428595852681522e-05,7.562971583113769873e-04,6.609389991374570172e-01,1.982807047013722013e+00,-4.827424624047349250e-07,7.562968229813294037e-06
6.670768487292433235e+01,2.001229946582542993e+02,-4.875702842093155014e-05,7.638601265411902813e-04,6.609536189709217524e-01,1.982852261708472952e+00,-4.827426953341062456e-07,7.562957561711583857e-06
6.736863849189525411e+01,2.021058469199627723e+02,-4.923977111626565639e-05,7.714230841029018652e-04,6.609529805534890556e-01,1.982866944823996391e+00,-4.827458389691032014e-07,7.562993423687190860e-06
6.802959147244874316e+01,2.040887138647867687e+02,-4.972251695523475959e-05,7.789860775265890561e-04,6.609676007525990826e-01,1.982912150226013637e+00,-4.827402509322204806e-07,7.562936225250231799e-06
6.869055907320134224e+01,2.060716260150127823e+02,-5.020525720616698007e-05,7.865490137518392879e-04,6.609822205369795256e-01,1.982926833168079384e+00,-4.827404839704863568e-07,7.562972086140986108e-06
6.935154129373832177e+01,2.080545528481808617e+02,-5.068799769013746642e-05,7.941119858379802740e-04,6.609815818829787304e-01,1.982956786998215648e+00,-4.827465380951290988e-07,7.563007945341794491e-06
7.001252287562130050e+01,2.100375096351790773e+02,-5.117074422823259552e-05,8.016749937833220685e-04,6.609962020406925376e-01,1.982986721327137047e+00,-4.827409500505011088e-07,7.562950746907003835e-06
7.067351907766199304e+01,2.120204963565062144e+02,-5.165348517828309663e-05,8.092379445302290723e-04,6.610031927753539094e-01,1.983016675214628322e+00,-4.827411830894310588e-07,7.562986605244895709e-06
7.133452227043734695e+01,2.140035130317208427e+02,-5.213622636137252769e-05,8.168009311354739680e-04,6.610178120724867767e-01,1.983031337864730403e+00,-4.827472371121520204e-07,7.562929407132980460e-06
7.199554008250983372e+01,2.159865443695855731e+02,-5.261897359848467971e-05,8.243638605426069485e-04,6.610248031920349376e-01,1.983076563061899833e+00,-4.827416491707942872e-07,7.562965264164191875e-06
7.265656488570186866e+01,2.179696209326474730e+02,-5.310171524765547400e-05,8.319268258067711403e-04,6.610317938848027097e-01,1.983091245620613563e+00,-4.827418822104086399e-07,7.563001120392985263e-06
7.331759667958667137e+01,2.199527121782680865e+02,-5.358445712986588264e-05,8.394898269271641256e-04,6.610464135480782488e-01,1.983136450839623421e+00,-4.827421152502398330e-07,7.562943921839582889e-06
7.397864309313474962e+01,2.219358486291077099e+02,-5.406719924511612247e-05,8.470527708490037085e-04,6.610457752321252656e-01,1.983151133224765772e+00,-4.827423482903014191e-07,7.562979776983740424e-06
7.463968886836687489e+01,2.239189997623324757e+02,-5.454994159340642389e-05,8.546157506259874489e-04,6.610680238396895447e-01,1.983181087421229449e+00,-4.827425813305933982e-07,7.563015630438060452e-06
7.530075689220656443e+01,2.259021808497537052e+02,-5.503268417473701729e-05,8.621787662564255094e-04,6.610673855006865551e-01,1.983211020643864231e+00,-4.827428143711022177e-07,7.562958431887043323e-06
7.596182427770725099e+01,2.278853918703975694e+02,-5.551542698910811951e-05,8.697417246883125527e-04,6.610820050958494676e-01,1.983240974897512388e+00,-4.827430474118482064e-07,7.562994284478555262e-06
7.662290628280310045e+01,2.298686328452950818e+02,-5.599817003651996771e-05,8.773047189727911080e-04,6.610889957048016186e-01,1.983255635518162308e+00,-4.827432804528042592e-07,7.562937086250521961e-06
7.728399527850790207e+01,2.318518884808132441e+02,-5.648091331697277197e-05,8.848676560590416299e-04,6.610959863022713989e-01,1.983300862004597320e+00,-4.827435134939907051e-07,7.562972937535570282e-06
7.794509126481017347e+01,2.338351893428178414e+02,-5.696365683046676268e-05,8.924306289965772002e-04,6.611106058444704558e-01,1.983315544006359232e+00,-4.827437465354007676e-07,7.563008788018308996e-06
7.860620187065464393e+01,2.358185048868242006e+02,-5.744640057700216344e-05,8.999936377845955092e-04,6.611175964115290071e-01,1.983360749042049065e+00,-4.827439795770412231e-07,7.562951589349005410e-06
7.926731946706617293e+01,2.378018656358662497e+02,-5.792914455657920467e-05,9.075565893739445146e-04,6.611245874323827820e-01,1.983375430870125911e+00,-4.827383916016259892e-07,7.562987438747216691e-06
7.992844405449855572e+01,2.397852410667363756e+02,-5.841188294818083066e-05,9.151195768126917313e-04,6.611392064601915308e-01,1.983405362957654461e+00,-4.827444456581808348e-07,7.562930240178960747e-06
8.058958326095874725e+01,2.417686464296940301e+02,-5.889462739383901149e-05,9.226825070528706920e-04,6.611461969853564824e-01,1.983435317364694583e+00,-4.827446787004921404e-07,7.562966088492753015e-06
8.125072945794410373e+01,2.437520817470587247e+02,-5.937737207253950363e-05,9.302454731413634451e-04,6.611531874990106417e-01,1.983465271984300671e+00,-4.827449117430270627e-07,7.563001935338752382e-06
8.191188264544311437e+01,2.457355470190430253e+02,-5.986011698428253070e-05,9.378084750767021974e-04,6.611678074160067808e-01,1.983479930575242633e+00,-4.827393236462421719e-07,7.562944736773098524e-06
8.257305045285912115e+01,2.477190269496182680e+02,-6.034285630792877287e-05,9.453714198134752960e-04,6.611671684919713243e-01,1.983525158350886386e+00,-4.827453778259691605e-07,7.562980582756398222e-06
8.323421762135109248e+01,2.497025521079691543e+02,-6.082560168575474203e-05,9.529344003962316942e-04,6.611894173130536956e-01,1.983539839795184889e+00,-4.827397897240139806e-07,7.563016427272230280e-06
8.389540703866414617e+01,2.516860919477643392e+02,-6.130834147547875601e-05,9.604974168235039245e-04,6.611887783582659495e-01,1.983585044647611539e+00,-4.827458439098125014e-07,7.562959228487242322e-06
8.455659581702241212e+01,2.536696769924119508e+02,-6.179108731938856851e-05,9.680603760519911668e-04,6.612033982225398177e-01,1.983599702155032674e+00,-4.827402558026734798e-07,7.562902030567447698e-06
8.521779921524495194e+01,2.556532766945669835e+02,-6.227382757519124199e-05,9.756232780825586145e-04,6.612103881601285593e-01,1.983629680662346573e+00,-4.827463099945570853e-07,7.563030915029578249e-06
8.587900960340508050e+01,2.576369063752293300e+02,-6.275657388518579907e-05,9.831863089975881927e-04,6.612173790822879482e-01,1.983644337765269938e+00,-4.827407218822545509e-07,7.562973715803753688e-06
8.654022698248736845e+01,2.596205507129946000e+02,-6.323931460706805363e-05,9.907492827133919464e-04,6.612319984051708843e-01,1.983704816248689440e+00,-4.827409550319899630e-07,7.562916517886777990e-06
8.720145898089253933e+01,2.616042555292432894e+02,-6.372205556210004359e-05,9.983121992312787244e-04,6.612389882893410231e-01,1.983704247533580656e+00,-4.827470091219450117e-07,7.563045397907582762e-06
8.786269796918188035e+01,2.635879597767768701e+02,-6.420480257122198860e-05,1.005875244629186307e-03,6.612459791811318155e-01,1.983734153346688345e+00,-4.827414210018768793e-07,7.562895160630103003e-06
8.852394394836301217e+01,2.655716939301235584e+02,-6.468754399222386548e-05,1.013438139789816410e-03,6.612605984510935286e-01,1.983794681606582344e+00,-4.827416540412811678e-07,7.563024038159411183e-06
8.918520454681410570e+01,2.675554886117301407e+02,-6.517028564626514665e-05,1.021001163827975821e-03,6.612675888048329398e-01,1.983794063286154596e+00,-4.827418870809022967e-07,7.562966839259497795e-06
8.984647213561893864e+01,2.695392826750162953e+02,-6.565302753334604894e-05,1.028564130667235319e-03,6.612745791470899803e-01,1.983823993132034502e+00,-4.827421201207402661e-07,7.562909641224560900e-06
9.050774671476602862e+01,2.715231066681483298e+02,-6.613576965346678921e-05,1.036127040308459880e-03,6.612891983640736271e-01,1.983853973476925603e+00,-4.827423532718309309e-07,7.563038514313193822e-06
9.116903591313010224e+01,2.735069606416252554e+02,-6.661851200673862014e-05,1.043690078822773074e-03,6.612961886759478602e-01,1.983883903379762614e+00,-4.827425862010938313e-07,7.562981315194271595e-06
9.183033210180605010e+01,2.754908445450050181e+02,-6.710125459293971397e-05,1.051253060137967345e-03,6.613031789762970902e-01,1.983913832943130728e+00,-4.827428192416229795e-07,7.562924116718714937e-06
9.249163528078234719e+01,2.774747583779481488e+02,-6.758399741218133695e-05,1.058815984254686060e-03,6.613101692651071062e-01,1.983943788138446962e+00,-4.827430522823554157e-07,7.562959952680950795e-06
