Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
9.216051839592270767e+01,9.216051839592270767e+01,2.470436568974859639e-04,2.470436568974859639e-04,4.009049276470207701e+00,4.009049276470207701e+00,1.074102569143057509e-05,1.074102569143057509e-05
9.616956767239291537e+01,9.616956767239291537e+01,2.577846825889165390e-04,2.577846825889165390e-04,4.009211670157029062e+00,4.009211670157029062e+00,1.074102670710244244e-05,1.074102670710244244e-05
1.001787793425499444e+02,1.001787793425499444e+02,2.685257092960189815e-04,2.685257092960189815e-04,4.009389329364623222e+00,4.009389329364623222e+00,1.074102772150226960e-05,1.074102772150226960e-05
1.041881686719145677e+02,1.041881686719145677e+02,2.792667370175212511e-04,2.792667370175212511e-04,4.009566991534441627e+00,4.009566991534441627e+00,1.074102873463038182e-05,1.074102873463038182e-05
1.081977356634490093e+02,1.081977356634490093e+02,2.900077657521516329e-04,2.900077657521516329e-04,4.009729393288253618e+00,4.009729393288253618e+00,1.074102974648656226e-05,1.074102974648656226e-05
1.122074650567372629e+02,1.122074650567372629e+02,3.007487954986381952e-04,3.007487954986381952e-04,4.009907061054519772e+00,4.009907061054519772e+00,1.074103075707102777e-05,1.074103075707102777e-05
1.162173721177917827e+02,1.162173721177917827e+02,3.114898262557092229e-04,3.114898262557092229e-04,4.010077099929972633e+00,4.010077099929972633e+00,1.074103176638372412e-05,1.074103176638372412e-05
1.202274492177217553e+02,1.202274492177217553e+02,3.222308580220929470e-04,3.222308580220929470e-04,4.010254773456537691e+00,4.010254773456537691e+00,1.074103277442475975e-05,1.074103277442475975e-05
1.242377039911782930e+02,1.242377039911782930e+02,3.329718907965177068e-04,3.329718907965177068e-04,4.010417185911492766e+00,4.010417185911492766e+00,1.074103378119413464e-05,1.074103378119413464e-05
1.282481211770897858e+02,1.282481211770897858e+02,3.437129245777118414e-04,3.437129245777118414e-04,4.010594861957201829e+00,4.010594861957201829e+00,1.074101151179009464e-05,1.074101151179009464e-05
1.322587160390469876e+02,1.322587160390469876e+02,3.544539360895019361e-04,3.544539360895019361e-04,4.010772547026078882e+00,4.010772547026078882e+00,1.074103579116808191e-05,1.074103579116808191e-05
1.362694885860730665e+02,1.362694885860730665e+02,3.651949718806700180e-04,3.651949718806700180e-04,4.010934967547683527e+00,4.010934967547683527e+00,1.074103679412274567e-05,1.074103679412274567e-05
1.402804235536207500e+02,1.402804235536207500e+02,3.759360086747927637e-04,3.759360086747927637e-04,4.011112651871854951e+00,4.011112651871854951e+00,1.074101452187603599e-05,1.074101452187603599e-05
1.442915362054926049e+02,1.442915362054926049e+02,3.866770231966687997e-04,3.866770231966687997e-04,4.011275080925543080e+00,4.011275080925543080e+00,1.074103879646759593e-05,1.074103879646759593e-05
1.483028112864181480e+02,1.483028112864181480e+02,3.974180619931363956e-04,3.974180619931363956e-04,4.011468039219863613e+00,4.011468039219863613e+00,1.074103979560792803e-05,1.074103979560792803e-05
1.523142793256380116e+02,1.523142793256380116e+02,4.081591017887443236e-04,4.081591017887443236e-04,4.011615201788202967e+00,4.011615201788202967e+00,1.074101752007494736e-05,1.074101752007494736e-05
1.563258945274262146e+02,1.563258945274262146e+02,4.189001193088192710e-04,4.189001193088192710e-04,4.011808169549851755e+00,4.011808169549851755e+00,1.074104179032449443e-05,1.074104179032449443e-05
1.603377026969760664e+02,1.603377026969760664e+02,4.296411610991437654e-04,4.296411610991437654e-04,4.011970602380955597e+00,4.011970602380955597e+00,1.074101951297075884e-05,1.074101951297075884e-05
1.643496732993570220e+02,1.643496732993570220e+02,4.403821806121145242e-04,4.403821806121145242e-04,4.012148303075065314e+00,4.012148303075065314e+00,1.074099723465186647e-05,1.074099723465186647e-05
1.683618216024320873e+02,1.683618216024320873e+02,4.511231778467663907e-04,4.511231778467663907e-04,4.012310756653562294e+00,4.012310756653562294e+00,1.074106804564164226e-05,1.074106804564164226e-05
1.723741323590856496e+02,1.723741323590856496e+02,4.618642458924080330e-04,4.618642458924080330e-04,4.012488454924209691e+00,4.012488454924209691e+00,1.074099922042024129e-05,1.074099922042024129e-05
1.763866208140098593e+02,1.763866208140098593e+02,4.726052451128282743e-04,4.726052451128282743e-04,4.012666172102200335e+00,4.012666172102200335e+00,1.074102348334177431e-05,1.074102348334177431e-05
1.803992869861120596e+02,1.803992869861120596e+02,4.833462685961700486e-04,4.833462685961700486e-04,4.012828626193481796e+00,4.012828626193481796e+00,1.074104774446434487e-05,1.074104774446434487e-05
1.844121156123055414e+02,1.844121156123055414e+02,4.940873163406343934e-04,4.940873163406343934e-04,4.013006340761421598e+00,4.013006340761421598e+00,1.074102546098356595e-05,1.074102546098356595e-05
1.884251219530669630e+02,1.884251219530669630e+02,5.048283418016179594e-04,5.048283418016179594e-04,4.013184066963106034e+00,4.013184066963106034e+00,1.074104971884209166e-05,1.074104971884209166e-05
1.924383060200300690e+02,1.924383060200300690e+02,5.155693915204600511e-04,5.155693915204600511e-04,4.013346520448038746e+00,4.013346520448038746e+00,1.074102743309744441e-05,1.074102743309744441e-05
1.964516525404781078e+02,1.964516525404781078e+02,5.263104189535574955e-04,5.263104189535574955e-04,4.013524243107156053e+00,4.013524243107156053e+00,1.074100514705344893e-05,1.074100514705344893e-05
2.004651767835852638e+02,2.004651767835852638e+02,5.370514241006109444e-04,5.370514241006109444e-04,4.013686710811754210e+00,4.013686710811754210e+00,1.074102940084936068e-05,1.074102940084936068e-05
2.044788634943970180e+02,2.044788634943970180e+02,5.477924535014603051e-04,5.477924535014603051e-04,4.013879715889316913e+00,4.013879715889316913e+00,1.074105365284647260e-05,1.074105365284647260e-05
2.084927432102863349e+02,2.084927432102863349e+02,5.585335071543067777e-04,5.585335071543067777e-04,4.014026902504753025e+00,4.014026902504753025e+00,1.074098482343511813e-05,1.074098482343511813e-05
2.125067701127910880e+02,2.125067701127910880e+02,5.692744919777418958e-04,5.692744919777418958e-04,4.014219923390015765e+00,4.014219923390015765e+00,1.074105561247359463e-05,1.074105561247359463e-05
2.165209900361811037e+02,2.165209900361811037e+02,5.800155475902154904e-04,5.800155475902154904e-04,4.014382392446577796e+00,4.014382392446577796e+00,1.074103332082546654e-05,1.074103332082546654e-05
2.205353724286276815e+02,2.205353724286276815e+02,5.907565809110409570e-04,5.907565809110409570e-04,4.014560131660289244e+00,4.014560131660289244e+00,1.074101102843455155e-05,1.074101102843455155e-05
2.245499325602879708e+02,2.245499325602879708e+02,6.014975919394755085e-04,6.014975919394755085e-04,4.014722616055195203e+00,4.014722616055195203e+00,1.074103527310625149e-05,1.074103527310625149e-05
2.285646551763431660e+02,2.285646551763431660e+02,6.122386272125817600e-04,6.122386272125817600e-04,4.014900360677927438e+00,4.014900360677927438e+00,1.074101297889593683e-05,1.074101297889593683e-05
2.325795555370210934e+02,2.325795555370210934e+02,6.229796401914776969e-04,6.229796401914776969e-04,4.015078118985655919e+00,4.015078118985655919e+00,1.074103722052666653e-05,1.074103722052666653e-05
2.365946336560067493e+02,2.365946336560067493e+02,6.337206774120043634e-04,6.337206774120043634e-04,4.015240600722080444e+00,4.015240600722080444e+00,1.074101492427501602e-05,1.074101492427501602e-05
2.406098742567288298e+02,2.406098742567288298e+02,6.444616923362793794e-04,6.444616923362793794e-04,4.015418364811637275e+00,4.015418364811637275e+00,1.074103916286488387e-05,1.074103916286488387e-05
2.446252926215404671e+02,2.446252926215404671e+02,6.552027314991442633e-04,6.552027314991442633e-04,4.015596120579516537e+00,4.015596120579516537e+00,1.074101686457211435e-05,1.074101686457211435e-05
2.486408887421199836e+02,2.486408887421199836e+02,6.659437483637163776e-04,6.659437483637163776e-04,4.015758621663991335e+00,4.015758621663991335e+00,1.074104110034316498e-05,1.074104110034316498e-05
2.526566473637839749e+02,2.526566473637839749e+02,6.766847894640595426e-04,6.766847894640595426e-04,4.015921113562058054e+00,4.015921113562058054e+00,1.074101879956572934e-05,1.074101879956572934e-05
2.566725684773460330e+02,2.566725684773460330e+02,6.874258082636252720e-04,6.874258082636252720e-04,4.016114158657103417e+00,4.016114158657103417e+00,1.074104303251817959e-05,1.074104303251817959e-05
2.606886826360031364e+02,2.606886826360031364e+02,6.981668512961434515e-04,6.981668512961434515e-04,4.016291925569873911e+00,4.016291925569873911e+00,1.074102072992188638e-05,1.074102072992188638e-05
2.647049745615730103e+02,2.647049745615730103e+02,7.089078720260653379e-04,7.089078720260653379e-04,4.016439168119461556e+00,4.016439168119461556e+00,1.074104495939003610e-05,1.074104495939003610e-05
2.687214137296924719e+02,2.687214137296924719e+02,7.196489169854553740e-04,7.196489169854553740e-04,4.016647479980861135e+00,4.016647479980861135e+00,1.074102265497510218e-05,1.074102265497510218e-05
2.727380612096733330e+02,2.727380612096733330e+02,7.303899396404304762e-04,7.303899396404304762e-04,4.016794727984063229e+00,4.016794727984063229e+00,1.074104688140314900e-05,1.074104688140314900e-05
2.767548559376573962e+02,2.767548559376573962e+02,7.411309865218336252e-04,7.411309865218336252e-04,4.016941965190312658e+00,4.016941965190312658e+00,1.074102457494763817e-05,1.074102457494763817e-05
2.807717979028477089e+02,2.807717979028477089e+02,7.518720110967812634e-04,7.518720110967812634e-04,4.017150285797015385e+00,4.017150285797015385e+00,1.074100226774988252e-05,1.074100226774988252e-05
2.847889481886447243e+02,2.847889481886447243e+02,7.626130133645311459e-04,7.626130133645311459e-04,4.017328082317590088e+00,4.017328082317590088e+00,1.074102649033963682e-05,1.074102649033963682e-05
2.888062762709623144e+02,2.888062762709623144e+02,7.733540398548707827e-04,7.733540398548707827e-04,4.017475326957878679e+00,4.017475326957878679e+00,1.074100418110152111e-05,1.074100418110152111e-05
2.928237515979201930e+02,2.928237515979201930e+02,7.840950440359723038e-04,7.840950440359723038e-04,4.017653128931840456e+00,4.017653128931840456e+00,1.074102840065171462e-05,1.074102840065171462e-05
2.968414047268520335e+02,2.968414047268520335e+02,7.948360724366240184e-04,7.948360724366240184e-04,4.017830948134019309e+00,4.017830948134019309e+00,1.074109914676901235e-05,1.074109914676901235e-05
3.008592356749860528e+02,3.008592356749860528e+02,8.055771715833930308e-04,8.055771715833930308e-04,4.018008714441293705e+00,4.018008714441293705e+00,1.074098377657547055e-05,1.074098377657547055e-05
3.048772443894273465e+02,3.048772443894273465e+02,8.163181553599685013e-04,8.163181553599685013e-04,4.018186539752434783e+00,4.018186539752434783e+00,1.074105451987525210e-05,1.074105451987525210e-05
3.088954309291797813e+02,3.088954309291797813e+02,8.270592098798437534e-04,8.270592098798437534e-04,4.018333796624347087e+00,4.018333796624347087e+00,1.074103220481551282e-05,1.074103220481551282e-05
3.129137647258041284e+02,3.129137647258041284e+02,8.378002420846592663e-04,8.378002420846592663e-04,4.018511598668169427e+00,4.018511598668169427e+00,1.074100988990127348e-05,1.074100988990127348e-05
3.169322763244722978e+02,3.169322763244722978e+02,8.485412519745605398e-04,8.485412519745605398e-04,4.018719947194426823e+00,4.018719947194426823e+00,1.074098757380135064e-05,1.074098757380135064e-05
3.209509962716667246e+02,3.209509962716667246e+02,8.592822395483618904e-04,8.592822395483618904e-04,4.018867241339819429e+00,4.018867241339819429e+00,1.074105830902360916e-05,1.074105830902360916e-05
3.249698635130065441e+02,3.249698635130065441e+02,8.700232978573854995e-04,8.700232978573854995e-04,4.019014507716519802e+00,4.019014507716519802e+00,1.074103598988455921e-05,1.074103598988455921e-05
3.289888780207230639e+02,3.289888780207230639e+02,8.807643338472700588e-04,8.807643338472700588e-04,4.019222865360745800e+00,4.019222865360745800e+00,1.074101367089122603e-05,1.074101367089122603e-05
3.330081008860838097e+02,3.330081008860838097e+02,8.915053475181612848e-04,8.915053475181612848e-04,4.019370167776003200e+00,4.019370167776003200e+00,1.074108439911246587e-05,1.074108439911246587e-05
3.370274710538598129e+02,3.370274710538598129e+02,9.022464319172737507e-04,9.022464319172737507e-04,4.019547955039399767e+00,4.019547955039399767e+00,1.074096902945744728e-05,1.074096902945744728e-05
3.410470190088992126e+02,3.410470190088992126e+02,9.129874009467311979e-04,9.129874009467311979e-04,4.019756353788181968e+00,4.019756353788181968e+00,1.074103975464010211e-05,1.074103975464010211e-05
3.450667753626873946e+02,3.450667753626873946e+02,9.237284407013713000e-04,9.237284407013713000e-04,4.019873086582606447e+00,4.019873086582606447e+00,1.074101743156810878e-05,1.074101743156810878e-05
3.490866484492700010e+02,3.490866484492700010e+02,9.344694581329394088e-04,9.344694581329394088e-04,4.020081492185738625e+00,4.020081492185738625e+00,1.074108815171323505e-05,1.074108815171323505e-05
3.531067299414557397e+02,3.531067299414557397e+02,9.452105462846526439e-04,9.452105462846526439e-04,4.020259289428167904e+00,4.020259289428167904e+00,1.074097278197776867e-05,1.074097278197776867e-05
3.571269892308839076e+02,3.571269892308839076e+02,9.559515190666304126e-04,9.559515190666304126e-04,4.020406608292262263e+00,4.020406608292262263e+00,1.074104349908452678e-05,1.074104349908452678e-05
3.611473958391761698e+02,3.611473958391761698e+02,9.666925625657149393e-04,9.666925625657149393e-04,4.020584443437996924e+00,4.020584443437996924e+00,1.074102117193463223e-05,1.074102117193463223e-05
3.651679802826141668e+02,3.651679802826141668e+02,9.774335837376495716e-04,9.774335837376495716e-04,4.020762281264637750e+00,4.020762281264637750e+00,1.074099884359937945e-05,1.074099884359937945e-05
3.691887425638788045e+02,3.691887425638788045e+02,9.881745825812489510e-04,9.881745825812489510e-04,4.020940156460994785e+00,4.020940156460994785e+00,1.074106955459373097e-05,1.074106955459373097e-05
3.732096827203397993e+02,3.732096827203397993e+02,9.989156521358426820e-04,9.989156521358426820e-04,4.021118000395802028e+00,4.021118000395802028e+00,1.074104722322065213e-05,1.074104722322065213e-05
3.772308007207356013e+02,3.772308007207356013e+02,1.009656699359063334e-03,1.009656699359063334e-03,4.021265298293656087e+00,4.021265298293656087e+00,1.074102489199329005e-05,1.074102489199329005e-05
3.812520660190292574e+02,3.812520660190292574e+02,1.020397724251056624e-03,1.020397724251056624e-03,4.021443146935041568e+00,4.021443146935041568e+00,1.074100255958089500e-05,1.074100255958089500e-05
3.852735091659642990e+02,3.852735091659642990e+02,1.031138726810637519e-03,1.031138726810637519e-03,4.021621034437998787e+00,4.021621034437998787e+00,1.074107326250097610e-05,1.074107326250097610e-05
3.892951302004022978e+02,3.892951302004022978e+02,1.041879800073138495e-03,1.041879800073138495e-03,4.021798852633935439e+00,4.021798852633935439e+00,1.074095789286330475e-05,1.074095789286330475e-05
3.933169290530362332e+02,3.933169290530362332e+02,1.052620757966001800e-03,1.052620757966001800e-03,4.021976746244945389e+00,4.021976746244945389e+00,1.074102859252427412e-05,1.074102859252427412e-05
3.973389057992811786e+02,3.973389057992811786e+02,1.063361786558526074e-03,1.063361786558526074e-03,4.022154643655824202e+00,4.022154643655824202e+00,1.074109928866765797e-05,1.074109928866765797e-05
4.013610604429370028e+02,4.013610604429370028e+02,1.074102885847193732e-03,1.074102885847193732e-03,4.022301918836831192e+00,4.022301918836831192e+00,1.074098391869279974e-05,1.074098391869279974e-05
4.053833623617738340e+02,4.053833623617738340e+02,1.084843869765886532e-03,1.084843869765886532e-03,4.022479821700017055e+00,4.022479821700017055e+00,1.074105461179911646e-05,1.074105461179911646e-05
4.094058421834738510e+02,4.094058421834738510e+02,1.095584924377685648e-03,1.095584924377685648e-03,4.022657689944651338e+00,4.022657689944651338e+00,1.074103227197489852e-05,1.074103227197489852e-05
4.134284998734185024e+02,4.134284998734185024e+02,1.106325956649660547e-03,1.106325956649660547e-03,4.022835560870134941e+00,4.022835560870134941e+00,1.074100993185360918e-05,1.074100993185360918e-05
4.174513354342886373e+02,4.174513354342886373e+02,1.117066966581514156e-03,1.117066966581514156e-03,4.023013434476638395e+00,4.023013434476638395e+00,1.074098759099115924e-05,1.074098759099115924e-05
4.214743488687652757e+02,4.214743488687652757e+02,1.127807954172505315e-03,1.127807954172505315e-03,4.023160797977311631e+00,4.023160797977311631e+00,1.074105827602450658e-05,1.074105827602450658e-05
4.254975096667425873e+02,4.254975096667425873e+02,1.138549012448529822e-03,1.138549012448529822e-03,4.023369229687602910e+00,4.023369229687602910e+00,1.074103593212520635e-05,1.074103593212520635e-05
4.295208788964301903e+02,4.295208788964301903e+02,1.149290048380655028e-03,1.149290048380655028e-03,4.023516559102915835e+00,4.023516559102915835e+00,1.074101358770635645e-05,1.074101358770635645e-05
4.335443954555331061e+02,4.335443954555331061e+02,1.160031061968361385e-03,1.160031061968361385e-03,4.023694484179600295e+00,4.023694484179600295e+00,1.074108426640796310e-05,1.074108426640796310e-05
4.375680899397127064e+02,4.375680899397127064e+02,1.170772146234769348e-03,1.170772146234769348e-03,4.023872330996880464e+00,4.023872330996880464e+00,1.074096889653436936e-05,1.074096889653436936e-05
4.415919622707095868e+02,4.415919622707095868e+02,1.181513115131303717e-03,1.181513115131303717e-03,4.024019708218133928e+00,4.024019708218133928e+00,1.074103957197751480e-05,1.074103957197751480e-05
4.456159819789277208e+02,4.456159819789277208e+02,1.192254154703281232e-03,1.192254154703281232e-03,4.024228155061564394e+00,4.024228155061564394e+00,1.074101722370606089e-05,1.074101722370606089e-05
4.496402101339892852e+02,4.496402101339892852e+02,1.202995171926987293e-03,1.202995171926987293e-03,1.446957949211196137e+00,1.446957949211196137e+00,3.862008825065554180e-06,3.862008825065554180e-06
