Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
1.804167254695441045e+02,2.165000545694617813e+02,4.218294803952634211e-04,6.415323318405876654e-04,1.003440143553569897e+01,1.204127569967323552e+01,2.343499868324419502e-05,3.564069882954954381e-05
1.904511269050798035e+02,2.285413302691350168e+02,4.452644790785076161e-04,6.771730306701372092e-04,1.003558883235223220e+01,1.204269786280838161e+01,2.343496148452027614e-05,3.564068500490444758e-05
2.004867157374320357e+02,2.405840281319433984e+02,4.686994405630278923e-04,7.128137156750416568e-04,1.003677628826125101e+01,1.204412008579916460e+01,2.343497081827089967e-05,3.564067113646701614e-05
2.105234920256932867e+02,2.526281482177425630e+02,4.921344113812987919e-04,7.484543868115086729e-04,1.003794852821226868e+01,1.204552709789024334e+01,2.343498013916125913e-05,3.564065722446363091e-05
2.205614405539055554e+02,2.646736753156328064e+02,5.155693915204600511e-04,7.840950440359723038e-04,1.003913607407477571e+01,1.204696472366049420e+01,2.343494290486867852e-05,3.564068979660566308e-05
2.306005766279803311e+02,2.767206400392933006e+02,5.390043344253287296e-04,8.197357338325779669e-04,1.004032369162092664e+01,1.204837186890659950e+01,2.343499874056986700e-05,3.564072231977265682e-05
2.406409003196012577e+02,2.887690119081999001e+02,5.624393331658985966e-04,8.553764561523506237e-04,1.004151133794377415e+01,1.204980959084974756e+01,2.343496148163293734e-05,3.564066174496858651e-05
2.506824116575450319e+02,3.008188214990496476e+02,5.858742946475315339e-04,8.910171178973192102e-04,1.004269904568897687e+01,1.205124740167610753e+01,2.343497075038699588e-05,3.564069417749953124e-05
2.607251107032340087e+02,3.128700689007257552e+02,6.093092653979185298e-04,9.266578120748187415e-04,1.004388680412955637e+01,1.205262418176380379e+01,2.343498000539770768e-05,3.564072656107029110e-05
2.707689975073635651e+02,3.249226930824895589e+02,6.327442454033162375e-04,9.622985386358890326e-04,1.004505933140416118e+01,1.205409263125255848e+01,2.343494271134899908e-05,3.564066585685552423e-05
2.808140568387677263e+02,3.369767857137421174e+02,6.561791881146652365e-04,9.979392044927445568e-04,1.004626247227059821e+01,1.205546952887453926e+01,2.343499847617036211e-05,3.564069814959735551e-05
2.908603193110383245e+02,3.490322552426166567e+02,6.796141865908355987e-04,1.033579902642341912e-03,1.004743509928499634e+01,1.205690754997448266e+01,2.343496115726425872e-05,3.564063736097322112e-05
3.009077544103233208e+02,3.610891627925911394e+02,7.030491477480998574e-04,1.069220540003315133e-03,1.004860778897926821e+01,1.205834570021374930e+01,2.343497036037876617e-05,3.564076259267626688e-05
3.109563621993025890e+02,3.731475084928048886e+02,7.264841181084786235e-04,1.104861302595991400e-03,1.004981106875737851e+01,1.205975325718389968e+01,2.343497955019835290e-05,3.564060868701851743e-05
3.210061732680599675e+02,3.852072617499887883e+02,7.499190976586769765e-04,1.140501911283009918e-03,1.005098384372917053e+01,1.206119153152673107e+01,2.343494219619380627e-05,3.564073382107831554e-05
3.310571571117891381e+02,3.972684532815155194e+02,7.733540398548707827e-04,1.176142645104088233e-03,1.005218722467327552e+01,1.206259924174202069e+01,2.343495136094100092e-05,3.564067285750471652e-05
3.411093443364624136e+02,4.093310525232575401e+02,7.967889912158117836e-04,1.211783317961592950e-03,1.005336013109763371e+01,1.206400704762177156e+01,2.343500704030132033e-05,3.564070487146629371e-05
3.511627044675600473e+02,4.213950595708793117e+02,8.202239982561131040e-04,1.247424022833059244e-03,1.005456361507214069e+01,1.206544542983880319e+01,2.343501617606215306e-05,3.564064382398390331e-05
3.612172680826321880e+02,4.334605050007181148e+02,8.436590144321752570e-04,1.283064666657043147e-03,1.005573657225232864e+01,1.206688391321495146e+01,2.343493224641766872e-05,3.564067574675020000e-05
3.712730046548845166e+02,4.455273889139330663e+02,8.670939466785929257e-04,1.318705342403793347e-03,4.557493406035803218e+00,5.468965864054780468e+00,1.062038089838718887e-05,1.615181055636860825e-05
