Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.300016619966599785e-01,9.900013690025880608e-01,-2.413655756780784474e-07,3.781475369329256146e-06
3.300016619966599785e-01,9.900013690025880608e-01,-2.413655756780784474e-07,3.781475369329256146e-06,3.300029928022173986e-01,9.900126710728130996e-01,-2.413772755176450974e-07,3.781495994070959126e-06
6.600046547988773771e-01,1.980014040075401160e+00,-4.827428511957235449e-07,7.562971363400215272e-06,3.300058435298094395e-01,9.900175357821467959e-01,-2.413714448203943902e-07,3.781486060204573667e-06
9.900104983286868165e-01,2.970031575857547956e+00,-7.241142960161179351e-07,1.134445742360478894e-05,3.300081876142892945e-01,9.900245462664658547e-01,-2.413714575613948437e-07,3.781484856836573192e-06
1.320018685942976111e+00,3.960056122124013811e+00,-9.654857535775127788e-07,1.512594228044136213e-05,3.300105316970189939e-01,9.900315567562092411e-01,-2.413714247831916777e-07,3.781486564155841454e-06
1.650029217639995105e+00,4.950087678880223052e+00,-1.206857178360704456e-06,1.890742884459720359e-05,3.300128757779683397e-01,9.900385672283276151e-01,-2.413713922269954236e-07,3.781485361129064814e-06
1.980042093417963445e+00,5.940126246108550667e+00,-1.448228570587699880e-06,2.268891420572626840e-05,3.300152198571371098e-01,9.900455777116290434e-01,-2.413713594487166599e-07,3.781487068101417181e-06
2.310057313275100555e+00,6.930171823820179711e+00,-1.689599930036416540e-06,2.647040127382768558e-05,3.300175639342852740e-01,9.900525881600179545e-01,-2.413714178198864960e-07,3.781484409735464953e-06
2.640074877209385829e+00,7.920224411980197665e+00,-1.930971347856303036e-06,3.025188568356315053e-05,3.300197888005329538e-01,9.900595986210314337e-01,-2.413714759690390440e-07,3.781484661585180623e-06
2.970094666009918782e+00,8.910284010601229099e+00,-2.172342823825342080e-06,3.403337034514833116e-05,3.300222520829994011e-01,9.900661322510035944e-01,-2.413715343402656313e-07,3.781487823606559135e-06
3.300116918092918183e+00,9.900350142852232693e+00,-2.413714358165607711e-06,3.781485816875489029e-05,3.300244769462237215e-01,9.900736195301487186e-01,-2.413714106344600529e-07,3.781485165102825140e-06
3.630141395039141905e+00,1.089042376238238141e+01,-2.655085768800067764e-06,4.159634333385771543e-05,3.300269402257329787e-01,9.900811068359711697e-01,-2.413712869285511365e-07,3.781485416781751863e-06
3.960168335264874884e+00,1.188050486921835258e+01,-2.896457055728618901e-06,4.537782875063946729e-05,3.300289266662419507e-01,9.900876403838907436e-01,-2.413715271547881545e-07,3.781482758208181696e-06
4.290197261931116834e+00,1.287059250960224333e+01,-3.137828582883407055e-06,4.915931150884764899e-05,3.300316283591211430e-01,9.900941740340947206e-01,-2.413715854150161563e-07,3.781488830164392637e-06
4.620228890290237977e+00,1.386068668363633805e+01,-3.379200168298423212e-06,5.294080033901204163e-05,3.300338532162392369e-01,9.901016612902804326e-01,-2.413712798538706513e-07,3.781486171476974465e-06
4.950262743506477214e+00,1.485078834492661848e+01,-3.620571448152293863e-06,5.672228651048901609e-05,3.300365549053294600e-01,9.901091485385649094e-01,-2.413713382250019474e-07,3.781483512765629307e-06
5.280299298411806674e+00,1.584089749346518339e+01,-3.861942786377295810e-06,6.050377002325464540e-05,3.300383029218867392e-01,9.901156821412886444e-01,-2.413713963741157437e-07,3.781486674333479274e-06
5.610337601333693414e+00,1.683101317560647203e+01,-4.103314182751411554e-06,6.428525669758812467e-05,3.300410046071791115e-01,9.901231693780907506e-01,-2.413714546342810650e-07,3.781484015530315744e-06
5.940378605940872525e+00,1.782113634498456278e+01,-4.344685637385692619e-06,6.806674071311844042e-05,3.300432294553701240e-01,9.901287492308021854e-01,-2.413715128944743385e-07,3.781487176962288073e-06
6.270421835396242649e+00,1.881126509421536497e+01,-4.586057150280166958e-06,7.184822789008072849e-05,3.300454543017767861e-01,9.901362364489081358e-01,-2.413715711546955640e-07,3.781484518067279067e-06
6.600467289698019435e+00,1.980140133066427310e+01,-4.827428721434862522e-06,7.562971240814800756e-05,3.300481559836612178e-01,9.901437237801253843e-01,-2.413712657040378837e-07,3.781487679363414417e-06
6.930515445681680653e+00,2.079154505444439849e+01,-5.068799987138900405e-06,7.941120008751142198e-05,3.300499039918847188e-01,9.901512109939574202e-01,-2.413713238531182222e-07,3.781485020376546382e-06
7.260565349673565372e+00,2.178169626543835591e+01,-5.310171310992018627e-06,8.319268510788796836e-05,3.300526056676904574e-01,9.901567908178954269e-01,-2.413713822242702706e-07,3.781488181536844751e-06
7.590617955341255829e+00,2.277185305625625134e+01,-5.551542693216288898e-06,8.697417328942481311e-05,3.300548305069703758e-01,9.901661855347683172e-01,-2.413714403734056662e-07,3.781485522236113740e-06
