Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.239752000015073628e-05,4.004971799113493880e+00,-6.835176540661173835e-06,1.757595434505079384e-05
-2.239752000015073628e-05,4.004971799113493880e+00,-6.835176540661173835e-06,1.757595434505079384e-05,2.239752180913449537e-05,4.005200324565838521e+00,-6.835223260618856139e-06,1.757650396912779152e-05
1.808983757843183767e-12,8.010172123679332401e+00,-1.367039980128002997e-05,3.515245831417858536e-05,8.629907367919620348e-13,4.005214740144197094e+00,-6.835200858089466740e-06,1.757622705354694627e-05
2.671974494635145801e-12,1.201538686382352950e+01,-2.050560065936949671e-05,5.272868536772553163e-05,8.958960974195285119e-13,4.005301157681277147e+00,-6.835199555924009165e-06,1.757622952444533044e-05
3.567870592054674313e-12,1.602068802150480664e+01,-2.734080021529350588e-05,7.030491489217086207e-05,8.908102820641927850e-13,4.005386618565225376e+00,-6.835201163628548731e-06,1.757622907947891972e-05
4.458680874118867098e-12,2.002607464007003202e+01,-3.417600137892205461e-05,8.788114397164978179e-05,8.898212774994359474e-13,4.005473984076882488e+00,-6.835198405359725832e-06,1.757622862910643302e-05
5.348502151618303046e-12,2.403154862414691451e+01,-4.101119978428178044e-05,1.054573726007562148e-04,8.898089388907907198e-13,4.005559439183670634e+00,-6.835201467781806893e-06,1.757622817332808718e-05
6.238311090509093766e-12,2.803710806333058514e+01,-4.784640125206358733e-05,1.230336007740843020e-04,8.902187221725915405e-13,4.005642983937860890e+00,-6.835201619449547759e-06,1.757623353222512912e-05
7.128529812681685306e-12,3.204275104726844603e+01,-5.468160287151313509e-05,1.406098343063094311e-04,8.912279370118499951e-13,4.005732248270568618e+00,-6.835198860172352466e-06,1.757622724545281111e-05
8.019757749693535301e-12,3.604848329553901465e+01,-6.151680173168548756e-05,1.581860615517622422e-04,8.897059954109921623e-13,4.005819602128255497e+00,-6.835199011056818249e-06,1.757622095402639265e-05
8.909463745104527463e-12,4.005430289766727014e+01,-6.835200074274230581e-05,1.757622825057886349e-04,8.910259986536526876e-13,4.005903138172030253e+00,-6.835199161847073639e-06,1.757622629638424215e-05
9.800489743758180151e-12,4.406020603583930040e+01,-7.518719990458937945e-05,1.933385088021728770e-04,8.910578745854326946e-13,4.005986671821887057e+00,-6.835199311988000349e-06,1.757624327215222856e-05
1.069154761834361285e-11,4.806619270766118746e+01,-8.202239921657737980e-05,2.109147520743251056e-04,8.878044752973177845e-13,4.006077831978196002e+00,-6.835199462145745745e-06,1.757622532506689593e-05
1.157935209364093063e-11,5.207227053963938346e+01,-8.885759867872312554e-05,2.284909773993920015e-04,8.915222422436900738e-13,4.006161358684444451e+00,-6.835199611765171209e-06,1.757621901243261561e-05
1.247087433588462070e-11,5.607843189832382791e+01,-9.569279829048829675e-05,2.460671964118246171e-04,8.873804462424864863e-13,4.006244883695579517e+00,-6.835205582453443346e-06,1.757623597105112574e-05
1.335825478212710719e-11,6.008467678201940743e+01,-1.025280038729417401e-04,2.636434323828757429e-04,8.918087194866579337e-13,4.006332220171536562e+00,-6.835199910206008682e-06,1.757622964740547132e-05
1.425006350161376512e-11,6.409100900219094399e+01,-1.093632037831477488e-04,2.812196620302812142e-04,8.980130520242562316e-13,4.006419553755137031e+00,-6.835200058987616917e-06,1.757622331821976063e-05
1.514807655363802136e-11,6.809742855594608102e+01,-1.161984038421353657e-04,2.987958853485009748e-04,8.798843359809532474e-13,4.006506886124086009e+00,-6.835200207452936274e-06,1.757624025972628077e-05
